profile,condensation_edge_id,from_component,to_component,source_edge_count,edge_type_counts_json,source_edge_ids
all_exact_formal_game_data,1401,scc:0466,scc:0467,1,"{""pretech_explicit"":1}",786
all_exact_formal_game_data,1402,scc:0467,scc:0019,1,"{""unlocks_function"":1}",791
all_exact_formal_game_data,1403,scc:0467,scc:0468,1,"{""pretech_explicit"":1}",792
all_exact_formal_game_data,1404,scc:0468,scc:0019,1,"{""unlocks_function"":1}",799
all_exact_formal_game_data,1405,scc:0468,scc:0469,1,"{""pretech_explicit"":1}",800
all_exact_formal_game_data,1406,scc:0469,scc:0019,1,"{""unlocks_function"":1}",803
all_exact_formal_game_data,1407,scc:0470,scc:0009,1,"{""unlocks_function"":1}",806
all_exact_formal_game_data,1408,scc:0470,scc:0471,1,"{""pretech_explicit"":1}",807
all_exact_formal_game_data,1409,scc:0471,scc:0009,1,"{""unlocks_function"":1}",811
all_exact_formal_game_data,1410,scc:0471,scc:0472,1,"{""pretech_explicit"":1}",812
all_exact_formal_game_data,1411,scc:0472,scc:0009,1,"{""unlocks_function"":1}",817
all_exact_formal_game_data,1412,scc:0472,scc:0473,1,"{""pretech_explicit"":1}",818
all_exact_formal_game_data,1413,scc:0473,scc:0009,1,"{""unlocks_function"":1}",824
all_exact_formal_game_data,1414,scc:0473,scc:0474,1,"{""pretech_explicit"":1}",825
all_exact_formal_game_data,1415,scc:0474,scc:0009,1,"{""unlocks_function"":1}",832
all_exact_formal_game_data,1416,scc:0474,scc:0475,1,"{""pretech_explicit"":1}",833
all_exact_formal_game_data,1417,scc:0475,scc:0009,1,"{""unlocks_function"":1}",836
all_exact_formal_game_data,1418,scc:0476,scc:0028,1,"{""unlocks_function"":1}",839
all_exact_formal_game_data,1419,scc:0476,scc:0046,1,"{""unlocks_function"":1}",840
all_exact_formal_game_data,1420,scc:0476,scc:0477,1,"{""pretech_explicit"":1}",841
all_exact_formal_game_data,1421,scc:0477,scc:0028,1,"{""unlocks_function"":1}",844
all_exact_formal_game_data,1422,scc:0477,scc:0046,1,"{""unlocks_function"":1}",845
all_exact_formal_game_data,1423,scc:0477,scc:0478,1,"{""pretech_explicit"":1}",846
all_exact_formal_game_data,1424,scc:0478,scc:0028,1,"{""unlocks_function"":1}",850
all_exact_formal_game_data,1425,scc:0478,scc:0046,1,"{""unlocks_function"":1}",851
all_exact_formal_game_data,1426,scc:0478,scc:0479,1,"{""pretech_explicit"":1}",852
all_exact_formal_game_data,1427,scc:0479,scc:0028,1,"{""unlocks_function"":1}",857
all_exact_formal_game_data,1428,scc:0479,scc:0046,1,"{""unlocks_function"":1}",858
all_exact_formal_game_data,1429,scc:0479,scc:0480,1,"{""pretech_explicit"":1}",859
all_exact_formal_game_data,1430,scc:0480,scc:0028,1,"{""unlocks_function"":1}",865
all_exact_formal_game_data,1431,scc:0480,scc:0046,1,"{""unlocks_function"":1}",866
all_exact_formal_game_data,1432,scc:0480,scc:0481,1,"{""pretech_explicit"":1}",867
all_exact_formal_game_data,1433,scc:0481,scc:0046,1,"{""unlocks_function"":1}",874
all_exact_formal_game_data,1434,scc:0482,scc:0053,1,"{""unlocks_function"":1}",878
all_exact_formal_game_data,1435,scc:0482,scc:0054,1,"{""unlocks_function"":1}",879
all_exact_formal_game_data,1436,scc:0482,scc:0063,1,"{""unlocks_function"":1}",877
all_exact_formal_game_data,1437,scc:0482,scc:0483,1,"{""pretech_explicit"":1}",880
all_exact_formal_game_data,1438,scc:0483,scc:0053,1,"{""unlocks_function"":1}",884
all_exact_formal_game_data,1439,scc:0483,scc:0054,1,"{""unlocks_function"":1}",885
all_exact_formal_game_data,1440,scc:0483,scc:0484,1,"{""pretech_explicit"":1}",886
all_exact_formal_game_data,1441,scc:0484,scc:0053,1,"{""unlocks_function"":1}",891
all_exact_formal_game_data,1442,scc:0484,scc:0054,1,"{""unlocks_function"":1}",892
all_exact_formal_game_data,1443,scc:0484,scc:0075,1,"{""unlocks_function"":1}",893
all_exact_formal_game_data,1444,scc:0484,scc:0485,1,"{""pretech_explicit"":1}",894
all_exact_formal_game_data,1445,scc:0485,scc:0053,1,"{""unlocks_function"":1}",899
all_exact_formal_game_data,1446,scc:0485,scc:0054,1,"{""unlocks_function"":1}",900
all_exact_formal_game_data,1447,scc:0485,scc:0486,1,"{""pretech_explicit"":1}",901
all_exact_formal_game_data,1448,scc:0486,scc:0053,1,"{""unlocks_function"":1}",908
all_exact_formal_game_data,1449,scc:0486,scc:0054,1,"{""unlocks_function"":1}",909
all_exact_formal_game_data,1450,scc:0486,scc:0487,1,"{""pretech_explicit"":1}",910
all_exact_formal_game_data,1451,scc:0487,scc:0053,1,"{""unlocks_function"":1}",913
all_exact_formal_game_data,1452,scc:0487,scc:0054,1,"{""unlocks_function"":1}",914
all_exact_formal_game_data,1453,scc:0487,scc:0488,1,"{""pretech_explicit"":1}",915
all_exact_formal_game_data,1454,scc:0488,scc:0054,1,"{""unlocks_function"":1}",917
all_exact_formal_game_data,1455,scc:0489,scc:0041,1,"{""unlocks_function"":1}",921
all_exact_formal_game_data,1456,scc:0489,scc:0490,1,"{""pretech_explicit"":1}",922
all_exact_formal_game_data,1457,scc:0490,scc:0041,1,"{""unlocks_function"":1}",926
all_exact_formal_game_data,1458,scc:0490,scc:0491,1,"{""pretech_explicit"":1}",927
all_exact_formal_game_data,1459,scc:0490,scc:0570,1,"{""pretech_implicit"":1}",1416
all_exact_formal_game_data,1460,scc:0491,scc:0010,1,"{""unlocks_function"":1}",932
all_exact_formal_game_data,1461,scc:0491,scc:0492,1,"{""pretech_explicit"":1}",933
all_exact_formal_game_data,1462,scc:0492,scc:0041,1,"{""unlocks_function"":1}",939
all_exact_formal_game_data,1463,scc:0492,scc:0493,1,"{""pretech_explicit"":1}",940
all_exact_formal_game_data,1464,scc:0492,scc:0530,1,"{""pretech_implicit"":1}",1208
all_exact_formal_game_data,1465,scc:0493,scc:0027,1,"{""unlocks_function"":1}",945
all_exact_formal_game_data,1466,scc:0493,scc:0494,1,"{""pretech_explicit"":1}",946
all_exact_formal_game_data,1467,scc:0494,scc:0027,1,"{""unlocks_function"":1}",948
all_exact_formal_game_data,1468,scc:0495,scc:0064,1,"{""unlocks_function"":1}",951
all_exact_formal_game_data,1469,scc:0495,scc:0496,1,"{""pretech_explicit"":1}",952
all_exact_formal_game_data,1470,scc:0496,scc:0064,1,"{""unlocks_function"":1}",955
all_exact_formal_game_data,1471,scc:0496,scc:0497,1,"{""pretech_explicit"":1}",956
all_exact_formal_game_data,1472,scc:0497,scc:0064,1,"{""unlocks_function"":1}",960
all_exact_formal_game_data,1473,scc:0497,scc:0498,1,"{""pretech_explicit"":1}",961
all_exact_formal_game_data,1474,scc:0498,scc:0064,1,"{""unlocks_function"":1}",966
all_exact_formal_game_data,1475,scc:0498,scc:0499,1,"{""pretech_explicit"":1}",967
all_exact_formal_game_data,1476,scc:0499,scc:0064,1,"{""unlocks_function"":1}",973
all_exact_formal_game_data,1477,scc:0499,scc:0500,1,"{""pretech_explicit"":1}",974
all_exact_formal_game_data,1478,scc:0500,scc:0064,1,"{""unlocks_function"":1}",976
all_exact_formal_game_data,1479,scc:0501,scc:0011,1,"{""unlocks_function"":1}",981
all_exact_formal_game_data,1480,scc:0501,scc:0502,1,"{""pretech_explicit"":1}",982
all_exact_formal_game_data,1481,scc:0502,scc:0011,1,"{""unlocks_function"":1}",986
all_exact_formal_game_data,1482,scc:0502,scc:0503,1,"{""pretech_explicit"":1}",987
all_exact_formal_game_data,1483,scc:0503,scc:0011,1,"{""unlocks_function"":1}",991
all_exact_formal_game_data,1484,scc:0503,scc:0504,1,"{""pretech_explicit"":1}",992
all_exact_formal_game_data,1485,scc:0504,scc:0011,1,"{""unlocks_function"":1}",997
all_exact_formal_game_data,1486,scc:0504,scc:0505,1,"{""pretech_explicit"":1}",998
all_exact_formal_game_data,1487,scc:0505,scc:0011,1,"{""unlocks_function"":1}",1003
all_exact_formal_game_data,1488,scc:0505,scc:0506,1,"{""pretech_explicit"":1}",1004
all_exact_formal_game_data,1489,scc:0506,scc:0011,1,"{""unlocks_function"":1}",1009
all_exact_formal_game_data,1490,scc:0507,scc:0012,1,"{""unlocks_function"":1}",1056
all_exact_formal_game_data,1491,scc:0507,scc:0508,1,"{""pretech_explicit"":1}",1057
all_exact_formal_game_data,1492,scc:0508,scc:0012,1,"{""unlocks_function"":1}",1061
all_exact_formal_game_data,1493,scc:0508,scc:0509,1,"{""pretech_explicit"":1}",1062
all_exact_formal_game_data,1494,scc:0509,scc:0012,1,"{""unlocks_function"":1}",1066
all_exact_formal_game_data,1495,scc:0509,scc:0510,1,"{""pretech_explicit"":1}",1067
all_exact_formal_game_data,1496,scc:0510,scc:0012,1,"{""unlocks_function"":1}",1072
all_exact_formal_game_data,1497,scc:0510,scc:0511,1,"{""pretech_explicit"":1}",1073
all_exact_formal_game_data,1498,scc:0511,scc:0012,1,"{""unlocks_function"":1}",1078
all_exact_formal_game_data,1499,scc:0511,scc:0512,1,"{""pretech_explicit"":1}",1079
all_exact_formal_game_data,1500,scc:0512,scc:0012,1,"{""unlocks_function"":1}",1085
all_exact_formal_game_data,1501,scc:0512,scc:0513,1,"{""pretech_explicit"":1}",1086
all_exact_formal_game_data,1502,scc:0513,scc:0012,1,"{""unlocks_function"":1}",1092
all_exact_formal_game_data,1503,scc:0513,scc:0514,1,"{""pretech_explicit"":1}",1093
all_exact_formal_game_data,1504,scc:0514,scc:0012,1,"{""unlocks_function"":1}",1095
all_exact_formal_game_data,1505,scc:0515,scc:0013,1,"{""unlocks_function"":1}",1100
all_exact_formal_game_data,1506,scc:0515,scc:0516,1,"{""pretech_explicit"":1}",1101
all_exact_formal_game_data,1507,scc:0516,scc:0013,1,"{""unlocks_function"":1}",1105
all_exact_formal_game_data,1508,scc:0516,scc:0517,1,"{""pretech_explicit"":1}",1106
all_exact_formal_game_data,1509,scc:0517,scc:0013,1,"{""unlocks_function"":1}",1110
all_exact_formal_game_data,1510,scc:0517,scc:0518,1,"{""pretech_explicit"":1}",1111
all_exact_formal_game_data,1511,scc:0518,scc:0013,1,"{""unlocks_function"":1}",1115
all_exact_formal_game_data,1512,scc:0518,scc:0519,1,"{""pretech_explicit"":1}",1116
all_exact_formal_game_data,1513,scc:0519,scc:0013,1,"{""unlocks_function"":1}",1120
all_exact_formal_game_data,1514,scc:0519,scc:0520,1,"{""pretech_explicit"":1}",1121
all_exact_formal_game_data,1515,scc:0520,scc:0040,1,"{""unlocks_function"":1}",1126
all_exact_formal_game_data,1516,scc:0520,scc:0042,1,"{""unlocks_function"":1}",1127
all_exact_formal_game_data,1517,scc:0521,scc:0040,1,"{""unlocks_function"":1}",1132
all_exact_formal_game_data,1518,scc:0521,scc:0522,1,"{""pretech_explicit"":1}",1133
all_exact_formal_game_data,1519,scc:0522,scc:0043,1,"{""unlocks_function"":1}",1137
all_exact_formal_game_data,1520,scc:0522,scc:0523,1,"{""pretech_explicit"":1}",1138
all_exact_formal_game_data,1521,scc:0523,scc:0040,1,"{""unlocks_function"":1}",1142
all_exact_formal_game_data,1522,scc:0523,scc:0524,1,"{""pretech_explicit"":1}",1143
all_exact_formal_game_data,1523,scc:0524,scc:0043,1,"{""unlocks_function"":1}",1147
all_exact_formal_game_data,1524,scc:0524,scc:0525,1,"{""pretech_explicit"":1}",1148
all_exact_formal_game_data,1525,scc:0525,scc:0040,1,"{""unlocks_function"":1}",1152
all_exact_formal_game_data,1526,scc:0525,scc:0526,1,"{""pretech_explicit"":1}",1153
all_exact_formal_game_data,1527,scc:0526,scc:0042,1,"{""unlocks_function"":1}",1159
all_exact_formal_game_data,1528,scc:0527,scc:0014,1,"{""unlocks_function"":1}",1191
all_exact_formal_game_data,1529,scc:0527,scc:0035,1,"{""unlocks_function"":1}",1192
all_exact_formal_game_data,1530,scc:0527,scc:0528,1,"{""pretech_explicit"":1}",1193
all_exact_formal_game_data,1531,scc:0528,scc:0014,1,"{""unlocks_function"":1}",1197
all_exact_formal_game_data,1532,scc:0528,scc:0035,1,"{""unlocks_function"":1}",1198
all_exact_formal_game_data,1533,scc:0528,scc:0529,1,"{""pretech_explicit"":1}",1199
all_exact_formal_game_data,1534,scc:0529,scc:0014,1,"{""unlocks_function"":1}",1204
all_exact_formal_game_data,1535,scc:0529,scc:0015,1,"{""unlocks_function"":1}",1206
all_exact_formal_game_data,1536,scc:0529,scc:0035,1,"{""unlocks_function"":1}",1205
all_exact_formal_game_data,1537,scc:0529,scc:0530,1,"{""pretech_explicit"":1}",1207
all_exact_formal_game_data,1538,scc:0530,scc:0014,1,"{""unlocks_function"":1}",1213
all_exact_formal_game_data,1539,scc:0530,scc:0015,1,"{""unlocks_function"":1}",1215
all_exact_formal_game_data,1540,scc:0530,scc:0016,1,"{""unlocks_function"":1}",1216
all_exact_formal_game_data,1541,scc:0530,scc:0035,1,"{""unlocks_function"":1}",1214
all_exact_formal_game_data,1542,scc:0530,scc:0531,1,"{""pretech_explicit"":1}",1217
all_exact_formal_game_data,1543,scc:0531,scc:0014,1,"{""unlocks_function"":1}",1223
all_exact_formal_game_data,1544,scc:0531,scc:0015,1,"{""unlocks_function"":1}",1225
all_exact_formal_game_data,1545,scc:0531,scc:0035,1,"{""unlocks_function"":1}",1224
all_exact_formal_game_data,1546,scc:0531,scc:0532,1,"{""pretech_explicit"":1}",1226
all_exact_formal_game_data,1547,scc:0532,scc:0014,1,"{""unlocks_function"":1}",1232
all_exact_formal_game_data,1548,scc:0532,scc:0015,1,"{""unlocks_function"":1}",1234
all_exact_formal_game_data,1549,scc:0532,scc:0035,1,"{""unlocks_function"":1}",1233
all_exact_formal_game_data,1550,scc:0532,scc:0533,1,"{""pretech_explicit"":1}",1235
all_exact_formal_game_data,1551,scc:0533,scc:0014,1,"{""unlocks_function"":1}",1237
all_exact_formal_game_data,1552,scc:0533,scc:0015,1,"{""unlocks_function"":1}",1239
all_exact_formal_game_data,1553,scc:0533,scc:0035,1,"{""unlocks_function"":1}",1238
all_exact_formal_game_data,1554,scc:0534,scc:0017,1,"{""unlocks_function"":1}",1245
all_exact_formal_game_data,1555,scc:0534,scc:0036,1,"{""unlocks_function"":1}",1244
all_exact_formal_game_data,1556,scc:0534,scc:0535,1,"{""pretech_explicit"":1}",1246
all_exact_formal_game_data,1557,scc:0535,scc:0017,1,"{""unlocks_function"":1}",1251
all_exact_formal_game_data,1558,scc:0535,scc:0036,1,"{""unlocks_function"":1}",1250
all_exact_formal_game_data,1559,scc:0535,scc:0536,1,"{""pretech_explicit"":1}",1252
all_exact_formal_game_data,1560,scc:0536,scc:0017,1,"{""unlocks_function"":1}",1258
all_exact_formal_game_data,1561,scc:0536,scc:0018,1,"{""unlocks_function"":1}",1259
all_exact_formal_game_data,1562,scc:0536,scc:0036,1,"{""unlocks_function"":1}",1257
all_exact_formal_game_data,1563,scc:0536,scc:0537,1,"{""pretech_explicit"":1}",1260
all_exact_formal_game_data,1564,scc:0537,scc:0017,1,"{""unlocks_function"":1}",1265
all_exact_formal_game_data,1565,scc:0537,scc:0018,1,"{""unlocks_function"":1}",1266
all_exact_formal_game_data,1566,scc:0537,scc:0036,1,"{""unlocks_function"":1}",1264
all_exact_formal_game_data,1567,scc:0537,scc:0538,1,"{""pretech_explicit"":1}",1267
all_exact_formal_game_data,1568,scc:0538,scc:0017,1,"{""unlocks_function"":1}",1273
all_exact_formal_game_data,1569,scc:0538,scc:0018,1,"{""unlocks_function"":1}",1274
all_exact_formal_game_data,1570,scc:0538,scc:0036,1,"{""unlocks_function"":1}",1272
all_exact_formal_game_data,1571,scc:0538,scc:0539,1,"{""pretech_explicit"":1}",1275
all_exact_formal_game_data,1572,scc:0539,scc:0017,1,"{""unlocks_function"":1}",1281
all_exact_formal_game_data,1573,scc:0539,scc:0018,1,"{""unlocks_function"":1}",1282
all_exact_formal_game_data,1574,scc:0539,scc:0036,1,"{""unlocks_function"":1}",1280
all_exact_formal_game_data,1575,scc:0539,scc:0540,1,"{""pretech_explicit"":1}",1283
all_exact_formal_game_data,1576,scc:0540,scc:0017,1,"{""unlocks_function"":1}",1290
all_exact_formal_game_data,1577,scc:0540,scc:0018,1,"{""unlocks_function"":1}",1291
all_exact_formal_game_data,1578,scc:0540,scc:0036,1,"{""unlocks_function"":1}",1289
all_exact_formal_game_data,1579,scc:0540,scc:0541,1,"{""pretech_explicit"":1}",1292
all_exact_formal_game_data,1580,scc:0541,scc:0017,1,"{""unlocks_function"":1}",1298
all_exact_formal_game_data,1581,scc:0541,scc:0018,1,"{""unlocks_function"":1}",1299
all_exact_formal_game_data,1582,scc:0541,scc:0542,1,"{""pretech_explicit"":1}",1300
all_exact_formal_game_data,1583,scc:0541,scc:0556,1,"{""pretech_implicit"":1}",1312
all_exact_formal_game_data,1584,scc:0542,scc:0017,1,"{""unlocks_function"":1}",1302
all_exact_formal_game_data,1585,scc:0542,scc:0018,1,"{""unlocks_function"":1}",1303
all_exact_formal_game_data,1586,scc:0542,scc:0031,1,"{""unlocks_function"":1}",1304
all_exact_formal_game_data,1587,scc:0542,scc:0032,1,"{""unlocks_function"":1}",1305
all_exact_formal_game_data,1588,scc:0542,scc:0543,1,"{""pretech_explicit"":1}",1306
all_exact_formal_game_data,1589,scc:0542,scc:0557,1,"{""pretech_implicit"":1}",1316
all_exact_formal_game_data,1590,scc:0543,scc:0017,1,"{""unlocks_function"":1}",1308
all_exact_formal_game_data,1591,scc:0543,scc:0018,1,"{""unlocks_function"":1}",1309
all_exact_formal_game_data,1592,scc:0543,scc:0031,1,"{""unlocks_function"":1}",1310
all_exact_formal_game_data,1593,scc:0543,scc:0032,1,"{""unlocks_function"":1}",1311
all_exact_formal_game_data,1594,scc:0543,scc:0558,1,"{""pretech_implicit"":1}",1320
all_exact_formal_game_data,1595,scc:0544,scc:0020,1,"{""unlocks_function"":1}",1326
all_exact_formal_game_data,1596,scc:0544,scc:0021,1,"{""unlocks_function"":1}",1327
all_exact_formal_game_data,1597,scc:0544,scc:0074,1,"{""unlocks_function"":1}",1328
all_exact_formal_game_data,1598,scc:0544,scc:0545,1,"{""pretech_explicit"":1}",1329
all_exact_formal_game_data,1599,scc:0545,scc:0020,1,"{""unlocks_function"":1}",1333
all_exact_formal_game_data,1600,scc:0545,scc:0021,1,"{""unlocks_function"":1}",1334
all_exact_formal_game_data,1601,scc:0545,scc:0074,1,"{""unlocks_function"":1}",1335
all_exact_formal_game_data,1602,scc:0545,scc:0546,1,"{""pretech_explicit"":1}",1336
all_exact_formal_game_data,1603,scc:0546,scc:0020,1,"{""unlocks_function"":1}",1341
all_exact_formal_game_data,1604,scc:0546,scc:0021,1,"{""unlocks_function"":1}",1342
all_exact_formal_game_data,1605,scc:0546,scc:0074,1,"{""unlocks_function"":1}",1343
all_exact_formal_game_data,1606,scc:0546,scc:0547,1,"{""pretech_explicit"":1}",1344
all_exact_formal_game_data,1607,scc:0547,scc:0020,1,"{""unlocks_function"":1}",1349
all_exact_formal_game_data,1608,scc:0547,scc:0021,1,"{""unlocks_function"":1}",1350
all_exact_formal_game_data,1609,scc:0547,scc:0074,1,"{""unlocks_function"":1}",1351
all_exact_formal_game_data,1610,scc:0547,scc:0548,1,"{""pretech_explicit"":1}",1352
all_exact_formal_game_data,1611,scc:0548,scc:0020,1,"{""unlocks_function"":1}",1358
all_exact_formal_game_data,1612,scc:0548,scc:0021,1,"{""unlocks_function"":1}",1359
all_exact_formal_game_data,1613,scc:0548,scc:0074,1,"{""unlocks_function"":1}",1360
all_exact_formal_game_data,1614,scc:0548,scc:0549,1,"{""pretech_explicit"":1}",1361
all_exact_formal_game_data,1615,scc:0549,scc:0020,1,"{""unlocks_function"":1}",1363
all_exact_formal_game_data,1616,scc:0549,scc:0021,1,"{""unlocks_function"":1}",1364
all_exact_formal_game_data,1617,scc:0549,scc:0074,1,"{""unlocks_function"":1}",1365
all_exact_formal_game_data,1618,scc:0550,scc:0024,1,"{""unlocks_function"":1}",1368
all_exact_formal_game_data,1619,scc:0550,scc:0025,1,"{""unlocks_function"":1}",1369
all_exact_formal_game_data,1620,scc:0550,scc:0400,1,"{""pretech_implicit"":1}",362
all_exact_formal_game_data,1621,scc:0550,scc:0551,1,"{""pretech_explicit"":1}",1370
all_exact_formal_game_data,1622,scc:0551,scc:0024,1,"{""unlocks_function"":1}",1372
all_exact_formal_game_data,1623,scc:0551,scc:0025,1,"{""unlocks_function"":1}",1373
all_exact_formal_game_data,1624,scc:0551,scc:0552,1,"{""pretech_explicit"":1}",1374
all_exact_formal_game_data,1625,scc:0552,scc:0024,1,"{""unlocks_function"":1}",1377
all_exact_formal_game_data,1626,scc:0552,scc:0025,1,"{""unlocks_function"":1}",1378
all_exact_formal_game_data,1627,scc:0552,scc:0553,1,"{""pretech_explicit"":1}",1379
all_exact_formal_game_data,1628,scc:0553,scc:0024,1,"{""unlocks_function"":1}",1383
all_exact_formal_game_data,1629,scc:0553,scc:0025,1,"{""unlocks_function"":1}",1384
all_exact_formal_game_data,1630,scc:0553,scc:0554,1,"{""pretech_explicit"":1}",1385
all_exact_formal_game_data,1631,scc:0554,scc:0024,1,"{""unlocks_function"":1}",1389
all_exact_formal_game_data,1632,scc:0554,scc:0025,1,"{""unlocks_function"":1}",1390
all_exact_formal_game_data,1633,scc:0554,scc:0555,1,"{""pretech_explicit"":1}",1391
all_exact_formal_game_data,1634,scc:0555,scc:0024,1,"{""unlocks_function"":1}",1396
all_exact_formal_game_data,1635,scc:0555,scc:0025,1,"{""unlocks_function"":1}",1397
all_exact_formal_game_data,1636,scc:0556,scc:0029,1,"{""unlocks_function"":1}",1314
all_exact_formal_game_data,1637,scc:0556,scc:0557,1,"{""pretech_explicit"":1}",1315
all_exact_formal_game_data,1638,scc:0557,scc:0029,1,"{""unlocks_function"":1}",1318
all_exact_formal_game_data,1639,scc:0557,scc:0558,1,"{""pretech_explicit"":1}",1319
all_exact_formal_game_data,1640,scc:0558,scc:0029,1,"{""unlocks_function"":1}",1322
all_exact_formal_game_data,1641,scc:0559,scc:0022,1,"{""unlocks_function"":1}",1400
all_exact_formal_game_data,1642,scc:0559,scc:0560,1,"{""pretech_explicit"":1}",1401
all_exact_formal_game_data,1643,scc:0560,scc:0022,1,"{""unlocks_function"":1}",1403
all_exact_formal_game_data,1644,scc:0560,scc:0561,1,"{""pretech_explicit"":1}",1404
all_exact_formal_game_data,1645,scc:0561,scc:0022,1,"{""unlocks_function"":1}",1406
all_exact_formal_game_data,1646,scc:0561,scc:0562,1,"{""pretech_explicit"":1}",1407
all_exact_formal_game_data,1647,scc:0562,scc:0022,1,"{""unlocks_function"":1}",1409
all_exact_formal_game_data,1648,scc:0563,scc:0037,1,"{""unlocks_function"":1}",1163
all_exact_formal_game_data,1649,scc:0563,scc:0564,1,"{""pretech_explicit"":1}",1164
all_exact_formal_game_data,1650,scc:0564,scc:0037,1,"{""unlocks_function"":1}",1168
all_exact_formal_game_data,1651,scc:0564,scc:0565,1,"{""pretech_explicit"":1}",1169
all_exact_formal_game_data,1652,scc:0565,scc:0037,1,"{""unlocks_function"":1}",1173
all_exact_formal_game_data,1653,scc:0565,scc:0566,1,"{""pretech_explicit"":1}",1174
all_exact_formal_game_data,1654,scc:0566,scc:0037,1,"{""unlocks_function"":1}",1179
all_exact_formal_game_data,1655,scc:0566,scc:0567,1,"{""pretech_explicit"":1}",1180
all_exact_formal_game_data,1656,scc:0567,scc:0037,1,"{""unlocks_function"":1}",1186
all_exact_formal_game_data,1657,scc:0568,scc:0023,1,"{""unlocks_function"":1}",1411
all_exact_formal_game_data,1658,scc:0568,scc:0569,1,"{""pretech_explicit"":1}",1412
all_exact_formal_game_data,1659,scc:0569,scc:0023,1,"{""unlocks_function"":1}",1414
all_exact_formal_game_data,1660,scc:0569,scc:0570,1,"{""pretech_explicit"":1}",1415
all_exact_formal_game_data,1661,scc:0570,scc:0023,1,"{""unlocks_function"":1}",1420
all_exact_formal_game_data,1662,scc:0570,scc:0571,1,"{""pretech_explicit"":1}",1421
all_exact_formal_game_data,1663,scc:0571,scc:0023,1,"{""unlocks_function"":1}",1426
all_exact_formal_game_data,1664,scc:0572,scc:0045,1,"{""unlocks_function"":1}",1016
all_exact_formal_game_data,1665,scc:0572,scc:0573,1,"{""pretech_explicit"":1}",1017
all_exact_formal_game_data,1666,scc:0573,scc:0045,1,"{""unlocks_function"":1}",1023
all_exact_formal_game_data,1667,scc:0573,scc:0574,1,"{""pretech_explicit"":1}",1024
all_exact_formal_game_data,1668,scc:0574,scc:0045,1,"{""unlocks_function"":1}",1030
all_exact_formal_game_data,1669,scc:0574,scc:0575,1,"{""pretech_explicit"":1}",1031
all_exact_formal_game_data,1670,scc:0575,scc:0045,1,"{""unlocks_function"":1}",1037
all_exact_formal_game_data,1671,scc:0575,scc:0576,1,"{""pretech_explicit"":1}",1038
all_exact_formal_game_data,1672,scc:0576,scc:0045,1,"{""unlocks_function"":1}",1044
all_exact_formal_game_data,1673,scc:0576,scc:0577,1,"{""pretech_explicit"":1}",1045
all_exact_formal_game_data,1674,scc:0577,scc:0045,1,"{""unlocks_function"":1}",1051
all_exact_formal_game_data,1675,scc:0578,scc:0049,1,"{""unlocks_function"":1}",1429
all_exact_formal_game_data,1676,scc:0578,scc:0579,1,"{""pretech_explicit"":1}",1430
all_exact_formal_game_data,1677,scc:0579,scc:0049,1,"{""unlocks_function"":1}",1433
all_exact_formal_game_data,1678,scc:0579,scc:0580,1,"{""pretech_explicit"":1}",1434
all_exact_formal_game_data,1679,scc:0580,scc:0049,1,"{""unlocks_function"":1}",1438
all_exact_formal_game_data,1680,scc:0580,scc:0581,1,"{""pretech_explicit"":1}",1439
all_exact_formal_game_data,1681,scc:0581,scc:0049,1,"{""unlocks_function"":1}",1444
all_exact_formal_game_data,1682,scc:0581,scc:0582,1,"{""pretech_explicit"":1}",1445
all_exact_formal_game_data,1683,scc:0582,scc:0049,1,"{""unlocks_function"":1}",1451
all_exact_formal_game_data,1684,scc:0582,scc:0583,1,"{""pretech_explicit"":1}",1452
all_exact_formal_game_data,1685,scc:0583,scc:0049,1,"{""unlocks_function"":1}",1454
all_exact_formal_game_data,1686,scc:0584,scc:0050,1,"{""unlocks_function"":1}",1457
all_exact_formal_game_data,1687,scc:0584,scc:0585,1,"{""pretech_explicit"":1}",1458
all_exact_formal_game_data,1688,scc:0585,scc:0050,1,"{""unlocks_function"":1}",1461
all_exact_formal_game_data,1689,scc:0585,scc:0586,1,"{""pretech_explicit"":1}",1462
all_exact_formal_game_data,1690,scc:0586,scc:0050,1,"{""unlocks_function"":1}",1466
all_exact_formal_game_data,1691,scc:0586,scc:0587,1,"{""pretech_explicit"":1}",1467
all_exact_formal_game_data,1692,scc:0587,scc:0050,1,"{""unlocks_function"":1}",1472
all_exact_formal_game_data,1693,scc:0587,scc:0588,1,"{""pretech_explicit"":1}",1473
all_exact_formal_game_data,1694,scc:0588,scc:0050,1,"{""unlocks_function"":1}",1479
all_exact_formal_game_data,1695,scc:0588,scc:0589,1,"{""pretech_explicit"":1}",1480
all_exact_formal_game_data,1696,scc:0589,scc:0050,1,"{""unlocks_function"":1}",1482
all_exact_formal_game_data,1697,scc:0590,scc:0051,1,"{""unlocks_function"":1}",1485
all_exact_formal_game_data,1698,scc:0590,scc:0591,1,"{""pretech_explicit"":1}",1486
all_exact_formal_game_data,1699,scc:0591,scc:0051,1,"{""unlocks_function"":1}",1489
all_exact_formal_game_data,1700,scc:0591,scc:0592,1,"{""pretech_explicit"":1}",1490
all_exact_formal_game_data,1701,scc:0592,scc:0051,1,"{""unlocks_function"":1}",1494
all_exact_formal_game_data,1702,scc:0592,scc:0593,1,"{""pretech_explicit"":1}",1495
